timestamp_us,opcode,latency_us,bytes_sent,bytes_recv,cache
1762970910009482,READ,0,0,0,hit
1762970910009522,READ,0,0,0,hit
1762970910009560,READ,0,0,0,hit
1762970910009603,READ,0,0,0,hit
1762970910009644,READ,0,0,0,hit
1762970910009682,READ,0,0,0,hit
1762970910009723,READ,0,0,0,hit
1762970910009764,READ,0,0,0,hit
1762970910009807,READ,0,0,0,hit
1762970910009848,READ,0,0,0,hit
1762970910009886,READ,0,0,0,hit
1762970910009928,READ,0,0,0,hit
1762970910009969,READ,0,0,0,hit
1762970910010022,READ,0,0,0,hit
1762970910010083,READ,0,0,0,hit
1762970910010134,READ,0,0,0,hit
1762970910010181,READ,0,0,0,hit
1762970910010229,READ,0,0,0,hit
1762970910010275,READ,0,0,0,hit
1762970910010321,READ,0,0,0,hit
1762970910010366,READ,0,0,0,hit
1762970910010412,READ,0,0,0,hit
1762970910010465,READ,0,0,0,hit
1762970910010515,READ,0,0,0,hit
1762970910010560,READ,0,0,0,hit
1762970910010605,READ,0,0,0,hit
1762970910010649,READ,0,0,0,hit
1762970910010694,READ,0,0,0,hit
1762970910010740,READ,0,0,0,hit
1762970910010786,READ,0,0,0,hit
1762970910010830,READ,0,0,0,hit
1762970910010876,READ,0,0,0,hit
1762970910010922,READ,0,0,0,hit
1762970910010968,READ,0,0,0,hit
1762970910011013,READ,0,0,0,hit
1762970910011060,READ,0,0,0,hit
1762970910011104,READ,0,0,0,hit
1762970910011149,READ,0,0,0,hit
1762970910011195,READ,0,0,0,hit
1762970910011240,READ,0,0,0,hit
1762970910011286,READ,0,0,0,hit
1762970910011335,READ,0,0,0,hit
1762970910011381,READ,0,0,0,hit
1762970910011427,READ,0,0,0,hit
1762970910011473,READ,0,0,0,hit
1762970910011519,READ,0,0,0,hit
1762970910011567,READ,0,0,0,hit
1762970910011617,READ,0,0,0,hit
1762970910011662,READ,0,0,0,hit
1762970910011708,READ,0,0,0,hit
1762970910011755,READ,0,0,0,hit
1762970910011800,READ,0,0,0,hit
1762970910011846,READ,0,0,0,hit
1762970910011892,READ,0,0,0,hit
1762970910011939,READ,0,0,0,hit
1762970910011985,READ,0,0,0,hit
1762970910012031,READ,0,0,0,hit
1762970910012077,READ,0,0,0,hit
1762970910012123,READ,0,0,0,hit
1762970910012168,READ,0,0,0,hit
1762970910012213,READ,0,0,0,hit
1762970910012258,READ,0,0,0,hit
1762970910012305,READ,0,0,0,hit
1762970910012353,READ,0,0,0,hit
1762970910012399,READ,0,0,0,hit
1762970910012449,READ,0,0,0,hit
1762970910012497,READ,0,0,0,hit
1762970910012544,READ,0,0,0,hit
1762970910012589,READ,0,0,0,hit
1762970910012633,READ,0,0,0,hit
1762970910012673,READ,0,0,0,hit
1762970910012709,READ,0,0,0,hit
1762970910012749,READ,0,0,0,hit
1762970910012795,READ,0,0,0,hit
1762970910012836,READ,0,0,0,hit
1762970910012875,READ,0,0,0,hit
1762970910012920,READ,0,0,0,hit
1762970910012961,READ,0,0,0,hit
1762970910012999,READ,0,0,0,hit
1762970910013044,READ,0,0,0,hit
1762970910013085,READ,0,0,0,hit
1762970910013124,READ,0,0,0,hit
1762970910013168,READ,0,0,0,hit
1762970910013213,READ,0,0,0,hit
1762970910013253,READ,0,0,0,hit
1762970910013296,READ,0,0,0,hit
1762970910013354,READ,0,0,0,hit
1762970910013409,READ,0,0,0,hit
1762970910013454,READ,0,0,0,hit
1762970910013499,READ,0,0,0,hit
1762970910013538,READ,0,0,0,hit
1762970910013583,READ,0,0,0,hit
1762970910014069,READ,0,0,0,hit
1762970910014142,READ,0,0,0,hit
1762970910014186,READ,0,0,0,hit
1762970910014227,READ,0,0,0,hit
1762970910014272,READ,0,0,0,hit
1762970910014318,READ,0,0,0,hit
1762970910014367,READ,0,0,0,hit
1762970910014411,READ,0,0,0,hit
1762970910014454,READ,0,0,0,hit
1762970910014495,READ,0,0,0,hit
1762970910014542,READ,0,0,0,hit
1762970910014585,READ,0,0,0,hit
1762970910014626,READ,0,0,0,hit
1762970910014670,READ,0,0,0,hit
1762970910014717,READ,0,0,0,hit
1762970910014756,READ,0,0,0,hit
1762970910014800,READ,0,0,0,hit
1762970910014848,READ,0,0,0,hit
1762970910014888,READ,0,0,0,hit
1762970910014932,READ,0,0,0,hit
1762970910014975,READ,0,0,0,hit
1762970910015023,READ,0,0,0,hit
1762970910015066,READ,0,0,0,hit
1762970910015111,READ,0,0,0,hit
1762970910015158,READ,0,0,0,hit
1762970910015203,READ,0,0,0,hit
1762970910015247,READ,0,0,0,hit
1762970910015298,READ,0,0,0,hit
1762970910015349,READ,0,0,0,hit
1762970910015401,READ,0,0,0,hit
1762970910015451,READ,0,0,0,hit
1762970910015496,READ,0,0,0,hit
1762970910015540,READ,0,0,0,hit
1762970910015624,READ,0,0,0,hit
1762970910015673,READ,0,0,0,hit
1762970910015713,READ,0,0,0,hit
1762970910015758,READ,0,0,0,hit
1762970910015807,READ,0,0,0,hit
1762970910015857,READ,0,0,0,hit
1762970910015905,READ,0,0,0,hit
1762970910015950,READ,0,0,0,hit
1762970910015998,READ,0,0,0,hit
1762970910016043,READ,0,0,0,hit
1762970910016085,READ,0,0,0,hit
1762970910016128,READ,0,0,0,hit
1762970910016172,READ,0,0,0,hit
1762970910016217,READ,0,0,0,hit
1762970910016266,READ,0,0,0,hit
1762970910016313,READ,0,0,0,hit
1762970910016362,READ,0,0,0,hit
1762970910016409,READ,0,0,0,hit
1762970910016453,READ,0,0,0,hit
1762970910016496,READ,0,0,0,hit
1762970910016536,READ,0,0,0,hit
1762970910016581,READ,0,0,0,hit
1762970910016625,READ,0,0,0,hit
1762970910016671,READ,0,0,0,hit
1762970910016718,READ,0,0,0,hit
1762970910016764,READ,0,0,0,hit
1762970910016804,READ,0,0,0,hit
1762970910016848,READ,0,0,0,hit
1762970910016896,READ,0,0,0,hit
1762970910016936,READ,0,0,0,hit
1762970910016980,READ,0,0,0,hit
1762970910017022,READ,0,0,0,hit
1762970910017071,READ,0,0,0,hit
1762970910017119,READ,0,0,0,hit
1762970910017163,READ,0,0,0,hit
1762970910017210,READ,0,0,0,hit
1762970910017258,READ,0,0,0,hit
1762970910017302,READ,0,0,0,hit
1762970910017352,READ,0,0,0,hit
1762970910017396,READ,0,0,0,hit
1762970910017441,READ,0,0,0,hit
1762970910017486,READ,0,0,0,hit
1762970910017532,READ,0,0,0,hit
1762970910017575,READ,0,0,0,hit
1762970910017615,READ,0,0,0,hit
1762970910017659,READ,0,0,0,hit
1762970910017704,READ,0,0,0,hit
1762970910017745,READ,0,0,0,hit
1762970910017792,READ,0,0,0,hit
1762970910017836,READ,0,0,0,hit
1762970910017876,READ,0,0,0,hit
1762970910017924,READ,0,0,0,hit
1762970910017967,READ,0,0,0,hit
1762970910018007,READ,0,0,0,hit
1762970910018053,READ,0,0,0,hit
1762970910018098,READ,0,0,0,hit
1762970910018138,READ,0,0,0,hit
1762970910018182,READ,0,0,0,hit
1762970910018225,READ,0,0,0,hit
1762970910018273,READ,0,0,0,hit
1762970910018316,READ,0,0,0,hit
1762970910018360,READ,0,0,0,hit
1762970910018401,READ,0,0,0,hit
1762970910018446,READ,0,0,0,hit
1762970910018490,READ,0,0,0,hit
1762970910018540,READ,0,0,0,hit
1762970910018583,READ,0,0,0,hit
1762970910018627,READ,0,0,0,hit
1762970910018666,READ,0,0,0,hit
1762970910018710,READ,0,0,0,hit
1762970910018757,READ,0,0,0,hit
1762970910018796,READ,0,0,0,hit
1762970910018840,READ,0,0,0,hit
1762970910018883,READ,0,0,0,hit
1762970910018929,READ,0,0,0,hit
1762970910018973,READ,0,0,0,hit
1762970910019017,READ,0,0,0,hit
1762970910019056,READ,0,0,0,hit
1762970910019101,READ,0,0,0,hit
1762970910019140,READ,0,0,0,hit
1762970910019184,READ,0,0,0,hit
1762970910019231,READ,0,0,0,hit
1762970910019271,READ,0,0,0,hit
1762970910019315,READ,0,0,0,hit
1762970910019358,READ,0,0,0,hit
1762970910019406,READ,0,0,0,hit
1762970910019450,READ,0,0,0,hit
1762970910019494,READ,0,0,0,hit
1762970910019535,READ,0,0,0,hit
1762970910019580,READ,0,0,0,hit
1762970910019625,READ,0,0,0,hit
1762970910019664,READ,0,0,0,hit
1762970910019704,READ,0,0,0,hit
1762970910019742,READ,0,0,0,hit
1762970910019782,READ,0,0,0,hit
1762970910019823,READ,0,0,0,hit
1762970910019860,READ,0,0,0,hit
1762970910019904,READ,0,0,0,hit
1762970910019943,READ,0,0,0,hit
1762970910019984,READ,0,0,0,hit
1762970910020051,READ,0,0,0,hit
1762970910020098,READ,0,0,0,hit
1762970910020141,READ,0,0,0,hit
1762970910020183,READ,0,0,0,hit
1762970910020231,READ,0,0,0,hit
1762970910020273,READ,0,0,0,hit
1762970910020315,READ,0,0,0,hit
1762970910020364,READ,0,0,0,hit
1762970910020412,READ,0,0,0,hit
1762970910020451,READ,0,0,0,hit
1762970910020488,READ,0,0,0,hit
1762970910020525,READ,0,0,0,hit
1762970910020566,READ,0,0,0,hit
1762970910020603,READ,0,0,0,hit
1762970910020640,READ,0,0,0,hit
1762970910020682,READ,0,0,0,hit
1762970910020727,READ,0,0,0,hit
1762970910020774,READ,0,0,0,hit
1762970910020814,READ,0,0,0,hit
1762970910020854,READ,0,0,0,hit
1762970910020894,READ,0,0,0,hit
1762970910020935,READ,0,0,0,hit
1762970910020976,READ,0,0,0,hit
1762970910021018,READ,0,0,0,hit
1762970910021058,READ,0,0,0,hit
1762970910021098,READ,0,0,0,hit
1762970910021139,READ,0,0,0,hit
1762970910021179,READ,0,0,0,hit
1762970910021252,READ,0,0,0,hit
1762970910021296,READ,0,0,0,hit
1762970910021338,READ,0,0,0,hit
1762970910021379,READ,0,0,0,hit
1762970910021420,READ,0,0,0,hit
1762970910021529,READ,0,0,0,hit
1762970910021601,READ,0,0,0,hit
1762970910021661,READ,0,0,0,hit
1762970910021724,READ,0,0,0,hit
1762970910021786,READ,0,0,0,hit
1762970910021846,READ,0,0,0,hit
1762970910021907,READ,0,0,0,hit
1762970910021968,READ,0,0,0,hit
1762970910022028,READ,0,0,0,hit
1762970910022092,READ,0,0,0,hit
1762970910022152,READ,0,0,0,hit
1762970910022215,READ,0,0,0,hit
1762970910022277,READ,0,0,0,hit
1762970910022339,READ,0,0,0,hit
1762970910022401,READ,0,0,0,hit
1762970910022462,READ,0,0,0,hit
1762970910022525,READ,0,0,0,hit
1762970910022588,READ,0,0,0,hit
1762970910022649,READ,0,0,0,hit
1762970910022712,READ,0,0,0,hit
1762970910022776,READ,0,0,0,hit
1762970910022837,READ,0,0,0,hit
1762970910022898,READ,0,0,0,hit
1762970910022960,READ,0,0,0,hit
1762970910023021,READ,0,0,0,hit
1762970910023082,READ,0,0,0,hit
1762970910023145,READ,0,0,0,hit
1762970910023205,READ,0,0,0,hit
1762970910023267,READ,0,0,0,hit
1762970910023376,READ,0,0,0,hit
1762970910023456,READ,0,0,0,hit
1762970910023502,READ,0,0,0,hit
1762970910023543,READ,0,0,0,hit
1762970910023586,READ,0,0,0,hit
1762970910023628,READ,0,0,0,hit
1762970910023669,READ,0,0,0,hit
1762970910023709,READ,0,0,0,hit
1762970910023754,READ,0,0,0,hit
1762970910023795,READ,0,0,0,hit
1762970910023836,READ,0,0,0,hit
1762970910023877,READ,0,0,0,hit
1762970910023917,READ,0,0,0,hit
1762970910023958,READ,0,0,0,hit
1762970910023999,READ,0,0,0,hit
1762970910024039,READ,0,0,0,hit
1762970910024081,READ,0,0,0,hit
1762970910024122,READ,0,0,0,hit
1762970910024163,READ,0,0,0,hit
1762970910024204,READ,0,0,0,hit
1762970910024244,READ,0,0,0,hit
1762970910024284,READ,0,0,0,hit
1762970910024325,READ,0,0,0,hit
1762970910024366,READ,0,0,0,hit
1762970910024407,READ,0,0,0,hit
1762970910024447,READ,0,0,0,hit
1762970910024488,READ,0,0,0,hit
1762970910024528,READ,0,0,0,hit
1762970910024568,READ,0,0,0,hit
1762970910024612,READ,0,0,0,hit
1762970910024653,READ,0,0,0,hit
1762970910024693,READ,0,0,0,hit
1762970910024734,READ,0,0,0,hit
1762970910024774,READ,0,0,0,hit
1762970910024815,READ,0,0,0,hit
1762970910024856,READ,0,0,0,hit
1762970910024897,READ,0,0,0,hit
1762970910024939,READ,0,0,0,hit
1762970910024980,READ,0,0,0,hit
1762970910025020,READ,0,0,0,hit
1762970910025062,READ,0,0,0,hit
1762970910025102,READ,0,0,0,hit
1762970910025143,READ,0,0,0,hit
1762970910025183,READ,0,0,0,hit
1762970910025224,READ,0,0,0,hit
1762970910025265,READ,0,0,0,hit
1762970910025307,READ,0,0,0,hit
1762970910025347,READ,0,0,0,hit
1762970910025388,READ,0,0,0,hit
1762970910025428,READ,0,0,0,hit
1762970910025470,READ,0,0,0,hit
1762970910025512,READ,0,0,0,hit
1762970910025553,READ,0,0,0,hit
1762970910025592,READ,0,0,0,hit
1762970910025633,READ,0,0,0,hit
1762970910025672,READ,0,0,0,hit
1762970910025714,READ,0,0,0,hit
1762970910025755,READ,0,0,0,hit
1762970910025796,READ,0,0,0,hit
1762970910025837,READ,0,0,0,hit
1762970910025881,READ,0,0,0,hit
1762970910026287,READ,0,0,0,hit
1762970910026358,READ,0,0,0,hit
1762970910026402,READ,0,0,0,hit
1762970910026451,READ,0,0,0,hit
1762970910026500,READ,0,0,0,hit
1762970910026544,READ,0,0,0,hit
1762970910026590,READ,0,0,0,hit
1762970910026636,READ,0,0,0,hit
1762970910026694,READ,0,0,0,hit
1762970910026738,READ,0,0,0,hit
1762970910026777,READ,0,0,0,hit
1762970910026820,READ,0,0,0,hit
1762970910026860,READ,0,0,0,hit
1762970910026900,READ,0,0,0,hit
1762970910026941,READ,0,0,0,hit
1762970910026982,READ,0,0,0,hit
1762970910027024,READ,0,0,0,hit
1762970910027064,READ,0,0,0,hit
1762970910027105,READ,0,0,0,hit
1762970910027146,READ,0,0,0,hit
1762970910027188,READ,0,0,0,hit
1762970910027228,READ,0,0,0,hit
1762970910027267,READ,0,0,0,hit
1762970910027307,READ,0,0,0,hit
1762970910027349,READ,0,0,0,hit
1762970910027389,READ,0,0,0,hit
1762970910027430,READ,0,0,0,hit
1762970910027470,READ,0,0,0,hit
1762970910027512,READ,0,0,0,hit
1762970910027552,READ,0,0,0,hit
1762970910027593,READ,0,0,0,hit
1762970910027634,READ,0,0,0,hit
1762970910027676,READ,0,0,0,hit
1762970910027764,READ,0,0,0,hit
1762970910027807,READ,0,0,0,hit
1762970910027849,READ,0,0,0,hit
1762970910027890,READ,0,0,0,hit
1762970910027932,READ,0,0,0,hit
1762970910027973,READ,0,0,0,hit
1762970910028015,READ,0,0,0,hit
1762970910028056,READ,0,0,0,hit
1762970910028097,READ,0,0,0,hit
1762970910028138,READ,0,0,0,hit
1762970910028179,READ,0,0,0,hit
1762970910028218,READ,0,0,0,hit
1762970910028260,READ,0,0,0,hit
1762970910028300,READ,0,0,0,hit
1762970910028342,READ,0,0,0,hit
1762970910028382,READ,0,0,0,hit
1762970910028422,READ,0,0,0,hit
1762970910028462,READ,0,0,0,hit
1762970910028503,READ,0,0,0,hit
1762970910028544,READ,0,0,0,hit
1762970910028585,READ,0,0,0,hit
1762970910028625,READ,0,0,0,hit
1762970910028665,READ,0,0,0,hit
1762970910028706,READ,0,0,0,hit
1762970910028747,READ,0,0,0,hit
1762970910028788,READ,0,0,0,hit
1762970910028830,READ,0,0,0,hit
1762970910028871,READ,0,0,0,hit
1762970910028912,READ,0,0,0,hit
1762970910028953,READ,0,0,0,hit
1762970910028995,READ,0,0,0,hit
1762970910029035,READ,0,0,0,hit
1762970910029079,READ,0,0,0,hit
1762970910029120,READ,0,0,0,hit
1762970910029160,READ,0,0,0,hit
1762970910029201,READ,0,0,0,hit
1762970910029242,READ,0,0,0,hit
1762970910029283,READ,0,0,0,hit
1762970910029324,READ,0,0,0,hit
1762970910029364,READ,0,0,0,hit
1762970910029405,READ,0,0,0,hit
1762970910029445,READ,0,0,0,hit
1762970910029486,READ,0,0,0,hit
1762970910029526,READ,0,0,0,hit
1762970910029567,READ,0,0,0,hit
1762970910029606,READ,0,0,0,hit
1762970910029650,READ,0,0,0,hit
1762970910029690,READ,0,0,0,hit
1762970910029732,READ,0,0,0,hit
1762970910029772,READ,0,0,0,hit
1762970910029813,READ,0,0,0,hit
1762970910029854,READ,0,0,0,hit
1762970910029895,READ,0,0,0,hit
1762970910029936,READ,0,0,0,hit
1762970910029977,READ,0,0,0,hit
1762970910030026,READ,0,0,0,hit
1762970910030072,READ,0,0,0,hit
1762970910030113,READ,0,0,0,hit
1762970910030155,READ,0,0,0,hit
1762970910030196,READ,0,0,0,hit
1762970910030237,READ,0,0,0,hit
1762970910030279,READ,0,0,0,hit
1762970910030321,READ,0,0,0,hit
1762970910030361,READ,0,0,0,hit
1762970910030402,READ,0,0,0,hit
1762970910030443,READ,0,0,0,hit
1762970910030484,READ,0,0,0,hit
1762970910030524,READ,0,0,0,hit
1762970910030565,READ,0,0,0,hit
1762970910030605,READ,0,0,0,hit
1762970910030647,READ,0,0,0,hit
1762970910030687,READ,0,0,0,hit
1762970910030728,READ,0,0,0,hit
1762970910030769,READ,0,0,0,hit
1762970910030810,READ,0,0,0,hit
1762970910030850,READ,0,0,0,hit
1762970910030891,READ,0,0,0,hit
1762970910030930,READ,0,0,0,hit
1762970910030970,READ,0,0,0,hit
1762970910031011,READ,0,0,0,hit
1762970910031051,READ,0,0,0,hit
1762970910031092,READ,0,0,0,hit
1762970910031134,READ,0,0,0,hit
1762970910031174,READ,0,0,0,hit
1762970910031215,READ,0,0,0,hit
1762970910031257,READ,0,0,0,hit
1762970910031297,READ,0,0,0,hit
1762970910031338,READ,0,0,0,hit
1762970910031379,READ,0,0,0,hit
1762970910031421,READ,0,0,0,hit
1762970910031462,READ,0,0,0,hit
1762970910031502,READ,0,0,0,hit
1762970910031547,READ,0,0,0,hit
1762970910031590,READ,0,0,0,hit
1762970910031631,READ,0,0,0,hit
1762970910031674,READ,0,0,0,hit
1762970910031714,READ,0,0,0,hit
1762970910031755,READ,0,0,0,hit
1762970910031796,READ,0,0,0,hit
1762970910031837,READ,0,0,0,hit
1762970910031878,READ,0,0,0,hit
1762970910031919,READ,0,0,0,hit
1762970910031960,READ,0,0,0,hit
1762970910032001,READ,0,0,0,hit
1762970910032042,READ,0,0,0,hit
1762970910032083,READ,0,0,0,hit
1762970910032124,READ,0,0,0,hit
1762970910032174,READ,0,0,0,hit
1762970910032218,READ,0,0,0,hit
1762970910032262,READ,0,0,0,hit
1762970910032304,READ,0,0,0,hit
1762970910032347,READ,0,0,0,hit
1762970910032388,READ,0,0,0,hit
1762970910032429,READ,0,0,0,hit
1762970910032470,READ,0,0,0,hit
1762970910032513,READ,0,0,0,hit
1762970910032554,READ,0,0,0,hit
1762970910032595,READ,0,0,0,hit
1762970910032638,READ,0,0,0,hit
1762970910032676,READ,0,0,0,hit
1762970910032716,READ,0,0,0,hit
1762970910032757,READ,0,0,0,hit
1762970910032795,READ,0,0,0,hit
1762970910032832,READ,0,0,0,hit
1762970910032873,READ,0,0,0,hit
1762970910032914,READ,0,0,0,hit
1762970910032958,READ,0,0,0,hit
1762970910033001,READ,0,0,0,hit
1762970910033076,READ,0,0,0,hit
1762970910033118,READ,0,0,0,hit
1762970910033159,READ,0,0,0,hit
1762970910033201,READ,0,0,0,hit
1762970910033243,READ,0,0,0,hit
1762970910033280,READ,0,0,0,hit
1762970910033321,READ,0,0,0,hit
1762970910033373,READ,0,0,0,hit
1762970910033412,READ,0,0,0,hit
1762970910033453,READ,0,0,0,hit
1762970910033497,READ,0,0,0,hit
1762970910033540,READ,0,0,0,hit
1762970910033586,READ,0,0,0,hit
1762970910033628,READ,0,0,0,hit
1762970910033668,READ,0,0,0,hit
1762970910033707,READ,0,0,0,hit
1762970910033748,READ,0,0,0,hit
1762970910033789,READ,0,0,0,hit
1762970910033836,READ,0,0,0,hit
1762970910033873,READ,0,0,0,hit
1762970910033909,READ,0,0,0,hit
1762970910033956,READ,0,0,0,hit
1762970910033998,READ,0,0,0,hit
1762970910034037,READ,0,0,0,hit
1762970910034079,READ,0,0,0,hit
1762970910034123,READ,0,0,0,hit
1762970910034165,READ,0,0,0,hit
1762970910034205,READ,0,0,0,hit
1762970910034245,READ,0,0,0,hit
1762970910034287,READ,0,0,0,hit
1762970910034329,READ,0,0,0,hit
1762970910034371,READ,0,0,0,hit
1762970910034413,READ,0,0,0,hit
1762970910034454,READ,0,0,0,hit
1762970910034496,READ,0,0,0,hit
1762970910034538,READ,0,0,0,hit
1762970910034580,READ,0,0,0,hit
1762970910034622,READ,0,0,0,hit
1762970910034663,READ,0,0,0,hit
1762970910034705,READ,0,0,0,hit
1762970910034747,READ,0,0,0,hit
1762970910034788,READ,0,0,0,hit
1762970910034830,READ,0,0,0,hit
1762970910034870,READ,0,0,0,hit
1762970910034912,READ,0,0,0,hit
1762970910034953,READ,0,0,0,hit
1762970910034999,READ,0,0,0,hit
1762970910035040,READ,0,0,0,hit
1762970910035082,READ,0,0,0,hit
1762970910035122,READ,0,0,0,hit
1762970910035165,READ,0,0,0,hit
1762970910035206,READ,0,0,0,hit
1762970910035249,READ,0,0,0,hit
1762970910035291,READ,0,0,0,hit
1762970910035332,READ,0,0,0,hit
1762970910035372,READ,0,0,0,hit
1762970910035414,READ,0,0,0,hit
1762970910035456,READ,0,0,0,hit
1762970910035497,READ,0,0,0,hit
1762970910035539,READ,0,0,0,hit
1762970910035580,READ,0,0,0,hit
1762970910035620,READ,0,0,0,hit
1762970910035662,READ,0,0,0,hit
1762970910035702,READ,0,0,0,hit
1762970910035744,READ,0,0,0,hit
1762970910035785,READ,0,0,0,hit
1762970910035827,READ,0,0,0,hit
1762970910035867,READ,0,0,0,hit
1762970910035909,READ,0,0,0,hit
1762970910035949,READ,0,0,0,hit
1762970910035995,READ,0,0,0,hit
1762970910036036,READ,0,0,0,hit
1762970910036078,READ,0,0,0,hit
1762970910036119,READ,0,0,0,hit
1762970910036160,READ,0,0,0,hit
1762970910036200,READ,0,0,0,hit
1762970910036244,READ,0,0,0,hit
1762970910036284,READ,0,0,0,hit
1762970910036324,READ,0,0,0,hit
1762970910036365,READ,0,0,0,hit
1762970910036406,READ,0,0,0,hit
1762970910036451,READ,0,0,0,hit
1762970910036494,READ,0,0,0,hit
1762970910036535,READ,0,0,0,hit
1762970910036577,READ,0,0,0,hit
1762970910036620,READ,0,0,0,hit
1762970910036676,READ,0,0,0,hit
1762970910036774,READ,0,0,0,hit
1762970910036824,READ,0,0,0,hit
1762970910036866,READ,0,0,0,hit
1762970910036908,READ,0,0,0,hit
1762970910036949,READ,0,0,0,hit
1762970910036990,READ,0,0,0,hit
1762970910037031,READ,0,0,0,hit
1762970910037073,READ,0,0,0,hit
1762970910037584,READ,0,0,0,hit
1762970910037672,READ,0,0,0,hit
1762970910037727,READ,0,0,0,hit
1762970910037781,READ,0,0,0,hit
1762970910037833,READ,0,0,0,hit
1762970910037891,READ,0,0,0,hit
1762970910037942,READ,0,0,0,hit
1762970910037995,READ,0,0,0,hit
1762970910038053,READ,0,0,0,hit
1762970910038105,READ,0,0,0,hit
1762970910038157,READ,0,0,0,hit
1762970910038209,READ,0,0,0,hit
1762970910038262,READ,0,0,0,hit
1762970910038312,READ,0,0,0,hit
1762970910038363,READ,0,0,0,hit
1762970910038416,READ,0,0,0,hit
1762970910038471,READ,0,0,0,hit
1762970910038525,READ,0,0,0,hit
1762970910038576,READ,0,0,0,hit
1762970910038627,READ,0,0,0,hit
1762970910038679,READ,0,0,0,hit
1762970910038734,READ,0,0,0,hit
1762970910038788,READ,0,0,0,hit
1762970910038840,READ,0,0,0,hit
1762970910038893,READ,0,0,0,hit
1762970910038943,READ,0,0,0,hit
1762970910038994,READ,0,0,0,hit
1762970910039046,READ,0,0,0,hit
1762970910039098,READ,0,0,0,hit
1762970910039150,READ,0,0,0,hit
1762970910039203,READ,0,0,0,hit
1762970910039250,READ,0,0,0,hit
1762970910039299,READ,0,0,0,hit
1762970910039404,READ,0,0,0,hit
1762970910039457,READ,0,0,0,hit
1762970910039511,READ,0,0,0,hit
1762970910039564,READ,0,0,0,hit
1762970910039612,READ,0,0,0,hit
1762970910039660,READ,0,0,0,hit
1762970910039711,READ,0,0,0,hit
1762970910039765,READ,0,0,0,hit
1762970910039818,READ,0,0,0,hit
1762970910039871,READ,0,0,0,hit
1762970910039919,READ,0,0,0,hit
1762970910039967,READ,0,0,0,hit
1762970910040031,READ,0,0,0,hit
1762970910040083,READ,0,0,0,hit
1762970910040137,READ,0,0,0,hit
1762970910040189,READ,0,0,0,hit
1762970910040242,READ,0,0,0,hit
1762970910040292,READ,0,0,0,hit
1762970910040349,READ,0,0,0,hit
1762970910040405,READ,0,0,0,hit
1762970910040463,READ,0,0,0,hit
1762970910040520,READ,0,0,0,hit
1762970910040576,READ,0,0,0,hit
1762970910040631,READ,0,0,0,hit
1762970910040687,READ,0,0,0,hit
1762970910040743,READ,0,0,0,hit
1762970910040790,READ,0,0,0,hit
1762970910040842,READ,0,0,0,hit
1762970910040895,READ,0,0,0,hit
1762970910040949,READ,0,0,0,hit
1762970910041001,READ,0,0,0,hit
1762970910041051,READ,0,0,0,hit
1762970910041103,READ,0,0,0,hit
1762970910041156,READ,0,0,0,hit
1762970910041209,READ,0,0,0,hit
1762970910041260,READ,0,0,0,hit
1762970910041312,READ,0,0,0,hit
1762970910041365,READ,0,0,0,hit
1762970910041419,READ,0,0,0,hit
1762970910041470,READ,0,0,0,hit
1762970910041522,READ,0,0,0,hit
1762970910041577,READ,0,0,0,hit
1762970910041627,READ,0,0,0,hit
1762970910041679,READ,0,0,0,hit
1762970910041733,READ,0,0,0,hit
1762970910041785,READ,0,0,0,hit
1762970910041836,READ,0,0,0,hit
1762970910041883,READ,0,0,0,hit
1762970910041933,READ,0,0,0,hit
1762970910041986,READ,0,0,0,hit
1762970910042038,READ,0,0,0,hit
1762970910042090,READ,0,0,0,hit
1762970910042140,READ,0,0,0,hit
1762970910042186,READ,0,0,0,hit
1762970910042237,READ,0,0,0,hit
1762970910042289,READ,0,0,0,hit
1762970910042342,READ,0,0,0,hit
1762970910042389,READ,0,0,0,hit
1762970910042443,READ,0,0,0,hit
1762970910042500,READ,0,0,0,hit
1762970910042551,READ,0,0,0,hit
1762970910042602,READ,0,0,0,hit
1762970910042654,READ,0,0,0,hit
1762970910042702,READ,0,0,0,hit
1762970910042754,READ,0,0,0,hit
1762970910042805,READ,0,0,0,hit
1762970910042855,READ,0,0,0,hit
1762970910042907,READ,0,0,0,hit
1762970910042960,READ,0,0,0,hit
1762970910043013,READ,0,0,0,hit
1762970910043063,READ,0,0,0,hit
1762970910043114,READ,0,0,0,hit
1762970910043168,READ,0,0,0,hit
1762970910043226,READ,0,0,0,hit
1762970910043282,READ,0,0,0,hit
1762970910043342,READ,0,0,0,hit
1762970910043415,READ,0,0,0,hit
1762970910043528,READ,0,0,0,hit
1762970910043583,READ,0,0,0,hit
1762970910043632,READ,0,0,0,hit
1762970910043680,READ,0,0,0,hit
1762970910043731,READ,0,0,0,hit
1762970910043776,READ,0,0,0,hit
1762970910043822,READ,0,0,0,hit
1762970910043865,READ,0,0,0,hit
1762970910043910,READ,0,0,0,hit
1762970910043957,READ,0,0,0,hit
1762970910044001,READ,0,0,0,hit
1762970910044046,READ,0,0,0,hit
1762970910044090,READ,0,0,0,hit
1762970910044133,READ,0,0,0,hit
1762970910044177,READ,0,0,0,hit
1762970910044221,READ,0,0,0,hit
1762970910044265,READ,0,0,0,hit
1762970910044308,READ,0,0,0,hit
1762970910044352,READ,0,0,0,hit
1762970910044396,READ,0,0,0,hit
1762970910044442,READ,0,0,0,hit
